,id,name,description,comics,series,stories,events
1286,1009629,Storm,"Ororo Monroe is the descendant of an ancient line of African priestesses, all of whom have white hair, blue eyes, and the potential to wield magic.",862,219,1003,30
1287,1010979,Storm (Age of Apocalypse),"Calling herself the Windrider, Storm carved out a small area of Africa as her own and intended to keep it safe from the strife of the war between humans and mutants.",12,3,11,1
1288,1017309,Storm (Marvel Heroes),,0,0,0,0
1289,1010978,Storm (Ultimate),"Ororo Munroe was raised in Morocco, learning English from American films, and after her family was murdered she fled to America, stealing cars in Harlem before relocating to Texas.",65,13,118,0
1290,1011062,Stranger,"By his own account, the Stranger is a composite being possessing the combined strength and intellect of the billions of humanoid beings who once lived on the planet Gigantus, an ancient world in the Andromeda Galaxy whose size approached the limit at which a planet can exist before fissioning into a sun.",7,6,5,0
1291,1011051,Strong Guy,"According to his own admission, Guido was a nerdy-looking kid in his early life, bullied by other children, but after he discovered his mutant ability at a young age, when he was struck by a school bus, no one bullied him again.",69,14,75,2
1292,1009632,Stryfe,"Stryfe is the clone of Nathan Christopher Summers, alias Cable, the son of Cyclops of the X-Men.",49,21,55,1
1293,1011225,Stryfe (Ultimate),,0,0,0,0
1294,1010791,Sub-Mariner,Prince Namor is the half-human/half-Atlantean ruler of Atlantis.,576,177,802,13
1295,1009631,Sue Storm,,40,16,59,1
1296,1011212,Sugar Man,"The Sugar Man was in charge of the Seattle Core, a slave camp that helped power North America during the Age of Apocalypse.",4,2,4,1
1297,1009635,Sumo,,3,1,4,0
1298,1009636,Sunfire,Shiro Yoshida’s mother was exposed to the atomic devastation of Hiroshima during World War II and died giving birth to him.,84,38,95,6
1299,1010981,Sunfire (Age of Apocalypse),"During the beginning of Apocalypse's rise, Magneto approached Japan's greatest heroes, Sunfire and the Silver Samurai, and asked them to work with him and the X-Men to stop Apocalypse.",7,3,6,1
1300,1009637,Sunset Bain,,9,2,9,0
1301,1009638,Sunspot,"Growing up in a wealthy Brazilian family, Roberto da Costa was forging a career as a skilled soccer player until his mutant nature manifested during a match.",205,62,228,12
1302,1015280,Super Hero Squad,,16,5,30,0
1303,1011022,Super-Adaptoid,The Super-Adaptoid was created by the organization known as A.I.M. using a piece of the Cosmic Cube.,12,9,15,0
1304,1009639,Super-Skrull,"After the Fantastic Four stopped the Skrulls' attempted invasion of Earth, Skrull Emperor Dorrek invested vast resources into creating a superbeing of his own.",31,22,35,3
1305,1011232,Supernaut,Sergeant Milo Fields was recruited for the Order and regained the use of his legs after his nervous system intermingled with that of Aralune.,11,2,19,1
1306,1011160,Supreme Intelligence,"The Supreme Intelligence is an organic, computer construct, created by the Kree to act as their supreme leader.",15,6,17,0
1307,1010695,Surge,"Prior to enrolling at the Xavier Institute, Noriko Ashida lived on the street and was reliant on illegally obtained prescription drugs to reduce her highly accelerated mutant brain functions to a manageable rate.",27,10,36,1
1308,1011477,Surtur,"Surtur was an enormous fiery demon native to the dimension of Asgard. Possessed of evil intelligence and vast power, Surtur was one of the major elemental forces of evil that the Asgardians feared. He was a mystical being whose existence predated that of Odin himself. Over 1,000 feet tall and wielding a huge fiery sword, he was once imprisoned by Odin at the Earth's core. Along with Ymir the Frost Giant and the Midgard Serpent, Surtur was the most powerful of Asgard's native enemies.

Surtur has been freed from imprisonment a few times over the years. The first time the Asgardian god of mischief Loki set Surtur free to wreak havok on Earth. The second time Surtur was set free by Marduk of the Sons of Satannish, a cult of human demon-worshippers. Surtur was banished to some unnamed netherworld at the end of that encounter. He appeared, yet again, in what was to be one of the Asgardians greatest battles against Surtur. Surtur hatched a plan to lure Asgard's armies to Earth leaving the city vulnerable to attack. He crossed Bifrost with his newly forged Twilight blade believing Asgard to be defenseless; Odin, Thor and Loki were there to make a last stand to defeat Surtur. Their victory did not come easy though, as Odin fell along with Surtur into a dimensional rift.

Surtur apparently died along with the Asgardians during Ragnarok.",15,8,20,2
1309,1011172,Susan Delgado,,0,0,0,0
1310,1011075,Swarm,"Fritz von Meyer was once a Nazi scientist, the details of which remain unrevealed, although it is known he had access to looted gold from countless European capitals to fund his research.",2,2,2,0
1311,1011017,Sway,"Suzanne Chan saw her parents gunned down in front of her, though she remained unscathed due to her manifesting mutant ability to stop time.",1,1,1,0
1312,1009640,Switch,,8,2,12,0
1313,1017852,Sword Master (Sword Master),,25,7,25,0
1314,1009641,Swordsman,"Andreas reappeared as the Swordsman in the latest incarnation of the Thunderbolts, though his true identity was kept secret for some time.",60,25,56,4
1315,1010982,Swordsman (Jacques Duquesne),"When Clint Barton came to the Carson Carnival of Traveling Wonders, the Swordsman became one of his mentors.",4,2,4,1
1316,1009642,Sym,,2,1,3,0
1317,1009643,Synch,Everett Thomas was a founding member of Generation X.,18,12,18,1
1318,1009644,T'Challa,,8,5,7,0
1319,1011042,Tag,,10,4,12,0
1320,1009646,Talisman (Elizabeth Twoyoungmen),"Elizabeth Twoyoungmen was born in Calgary, Alberta, Canada, the daughter of Michael Twoyoungman (Shaman) of the Canadian superhero team Alpha Flight.",10,2,10,1
1321,1010753,Talkback (Chase Stein),Chase Stein is the son of mad scientists Victor and Janet Stein and is the tech genius of the Runaways.,6,3,6,1
1322,1011395,Talon (Fraternity of Raptors),"Falling to Earth wrapped in a ball of flame, Talon crash landed next to the home of Chris Powell, the young hero known as Darkhawk.",1,1,1,0
1323,1011161,Talos,"Born without the ability to shape shift like other Skrulls, Talos became a savage fighter and a decorated military commander.",1,1,1,1
1324,1011149,Tana Nile,,6,2,6,1
1325,1010713,Tarantula (Luis Alvarez),Alvarez replaced the original Tarantula after his death by the dictatorship Delvadian government.,6,3,7,1
1326,1011854,Tarantula (Maria Vasquez),"Tarantula has a bad attitude, evidenced by her enjoyment of inflicting pain upon her opponents, to the chagrin of her fellow Heroes for Hire.",2,1,2,0
1327,1009647,Tarot,,5,2,6,0
1328,1009648,Taskmaster,"Taskmaster first exhibited his unusual ability, called ""photographic reflexes,"" which allowed him to mimic the motion of anyone he saw, when he was a young boy.",109,46,130,6
1329,1011115,Tattoo,,0,0,0,0
1330,1011896,Taurus (Cornelius van Lunt),"New York businessman Cornelius van Lunt started a lucrative career in legitimate real estate dealing, but he later branched out into various criminal endeavors.",1,1,1,0
1331,1013504,Technarchy,,0,0,0,0
1332,1011000,Ted Forrester,,0,0,0,0
1333,1009650,Tempest,,23,13,26,2
1334,1011162,Tenebrous,"Tenebrous has existed in this universe since its infancy, and was imprisoned in the planet Kyln after a battle with Galactus.",2,1,2,1
1335,1009651,Terrax,"Tyros was once the dictator of the city Lanlak on the planet Birj, where his superhuman ability to command rocks and earth enabled him to overcome all resistance, but his rule of Lanlak came to an end when he was sought by the world-devouring Galactus to serve as his latest Herald.",28,19,29,1
1336,1011034,Terror,"In the distant past, Terror battled a green bear-like demon that threatened early mankind, sacrificing his own form to overcome it; he was then cursed to wear its decayed form but gained its power.",13,5,13,1
1337,1010819,Texas Twister,,3,3,4,0
1338,1011003,Thaddeus Ross,,12,1,23,0
1339,1009652,Thanos,"The Mad Titan Thanos, a melancholy, brooding individual, consumed with the concept of death, sought out personal power and increased strength, endowing himself with cybernetic implants until he became more powerful than any of his brethren.",282,136,310,8
1340,1015004,Thanos (Ultimate),,5,2,7,0
1341,1011083,The 198,,0,0,0,0
1342,1009653,The Anarchist,,2,2,5,0
1343,1009654,The Call,,0,0,0,0
1344,1010714,The Captain,,0,0,0,0
1345,1012080,The Collector (Taneleer Tivan),"The Collector is one of the oldest living beings in the universe, having been among the first of the universe's races to become sentient in the wake of the Big Bang.",22,18,24,0
1346,1011294,The Enforcers,,2,2,3,0
1347,1010728,The Executioner,,0,0,0,0
1348,1009655,The Fallen,,0,0,0,0
1349,1011219,The Fury,,1,1,1,0
1350,1010359,The Hand,,42,23,53,4
1351,1010715,The Hood,,40,13,42,3
1352,1011295,The Howling Commandos,,4,2,4,0
1353,1014986,The Hunter,,0,0,0,0
1354,1010998,The Initiative,,18,2,24,2
1355,1017103,The Leader (HAS),"What the Hulk has in strength, the Leader has in brains. Hulk's arch nemesis was affected by the same Gamma radiation that transformed Bruce Banner; but, instead of Hulk-ified muscles, the Leader got a Hulk-ified head. He's smart, sinister, and obsessed with destroying the Hulk!",0,0,0,0
1356,1011216,The Liberteens,,1,1,2,1
1357,1011215,The Liberty Legion,,0,0,0,0
1358,1011018,The Order,,18,3,27,1
1359,1009656,The Phantom,,0,0,0,0
1360,1009657,The Professor,,6,2,5,0
1361,1011211,The Renegades,,2,2,1,1
1362,1011110,The Santerians,,0,0,0,0
1363,1009658,The Shiver Man,,0,0,0,0
1364,1009659,The Spike,,0,0,0,0
1365,1009660,The Stranger,,11,9,7,1
1366,1011112,The Twelve,,13,1,18,0
1367,1009661,The Watchers,,17,11,18,1
1368,1011181,Thena,"Thena, a second generation Eternal, is the eldest daughter of Zuras, leader of the Eternals of Earth, and Cybele, and although she has lived for more than 4,000 years, she is still considered a young woman by Eternal standards.",19,7,22,0
1369,1009662,Thing,"The radiation that mutated Reed Richards, Sue Storm and Johnny Storm into superhuman beings had also mutated Ben Grimm, transforming him into a grotesque, rock-hided strongman dubbed the Thing.",946,237,1200,23
1370,1017313,Thing (Marvel Heroes),,0,0,0,0
1371,1010983,Thing (Ultimate),"When the time came for Reed Richards to demonstrate his teleportation device, his old friend Ben Grimm was invited to observe, but the device malfunctioned and Ben woke up in Mexico City, transformed into a rocky, brutish Thing.",49,19,62,0
1372,1009664,Thor,"As the Norse God of thunder and lightning, Thor wields one of the greatest weapons ever made, the enchanted hammer Mjolnir. While others have described Thor as an over-muscled, oafish imbecile, he's quite smart and compassionate.  He's self-assured, and he would never, ever stop fighting for a worthwhile cause.",1835,535,2749,27
1373,1017576,Thor (Goddess of Thunder),"<p class=""Body"">When the Odinson lost his ability to wield Mjolnir, the role of Thor, God of Thunder, was left unoccupied&hellip;albeit for a short time. A mysterious female figure picked up the hammer with ease, changing the inscription to fit her status as the Goddess of Thunder.</p>",58,30,58,3
1374,1017106,Thor (MAA),"Thor is the Asgardian Prince of Thunder, the son of Odin, and the realm's mightiest warrior. He loves the thrill of battle and is always eager to show off his power to the other Avengers, especially the Hulk. Thor's legendary Uru hammer, Mjolnir, gives him the power to control thunder and the ability to fly. He's found a new home on Earth and will defend it as his own... even if he doesn't understand its sayings and customs.",0,0,0,0
1375,1017315,Thor (Marvel Heroes),,0,0,0,0
1376,1017328,Thor (Marvel War of Heroes),,0,0,0,0
1377,1017302,Thor (Marvel: Avengers Alliance),,0,0,0,0
1378,1011025,Thor (Ultimate),"He claims he is the legendary Norse thunder deity Thor, sent to Earth by his father Odin, but official records say he is Thorlief Golmen, who stole his scientist brother Gunnar Golmen's super-soldier technology after suffering a nervous breakdown.",54,24,61,0
1379,1010820,Thor Girl,"Tarene, aware of her true nature as the Designate, a being foretold to elevate all life to greatness, sought adventure and, using Thor as a template, transformed herself into an Asgardian goddess and journeyed to Earth.",16,3,19,4
1380,1010885,Thunderball,"Dr. Eliot Franklin was a genius-level physicist who was forced to turn to crime and helped form the Wrecking Crew alongside the Wrecker, Bulldozer and Piledriver.",14,10,13,1
1381,1009666,Thunderbird (John Proudstar),"An exceptionally strong and vigorous athlete in his youth, John Proudstar&rsquo;s mutant abilities first manifested when he wrestled a charging bison to save a young girl.",33,21,30,2
1382,1009667,Thunderbird (Neal Shaara),"Coming from an affluent family and the son of a Calcuttan police chief, Indian national Neal Shaara has not been a follower of Charles Xavier's philosophies for long, but appears to be one of their most dedicated supporters, nonetheless.",36,8,47,1
1383,1009668,Thunderbolt (Bill Carver),,1,1,1,0
1384,1014812,Thunderbolt Ross,,18,9,26,0
1385,1010360,Thunderbolts,"After a battle with Onslaught left the world without the majority of the heroes that made it feel safe, Baron Zemo devised a plan like no other in order to rule the world. Zemo gathered Beetle, Fixer, Goliath, Moonstone, and Screaming Mimi, all former members of the Masters of Evil, together to disguise themselves as a new heroic team in order to take advantage of the missing heroes and gain the trust of the authorities and public in general. ",285,46,431,11
1386,1011304,Thundra,"Thundra was quite possibly her world's greatest female specimens, and as she won countless battles against the men, she was revered as the Sisterhood's greatest hero.",16,11,20,2
1387,1009669,Tiger Shark,"A champion Olympic swimmer, Todd Arliss earned nearly half million dollars in advances for public exhibitions, but his dreams came crashing down around him when he injured his back and legs while rescuing a man who had fallen overboard from a private craft, sending Arliss into the arms of Dr. Lemuel Dorcas, who used his ""morphotron,"" which could imprint the genetic pattern of an animal onto a human, turning Arliss into a superhuman, amphibious creature.",25,16,32,1
1388,1011237,Tiger's Beautiful Daughter,,9,2,14,1
1389,1009670,Tigra (Greer Nelson),"Although she was able to use the cat's-head amulet to change back to her human form, Greer Nelson became so accustomed to and enamored of her feline form that she seldom made the transformation.",130,44,152,12
1390,1010857,Timeslip,"As a young child, Rina Patel experienced visions of her future, though she eventually learned to control this, triggering visions of specific times, and she realized she was swapping her consciousness across time.",0,0,0,0
1391,1011345,Tinkerer,The Tinkerer is an ordinary man who has an extraordinary talent for anything mechanical.,16,10,14,1
1392,1011960,Tippy Toe,"After the senseless murder of Squirrel Girl’s first partner Monkey Joe, Tippy Toe remained by Squirrel Girl’s side and became her new partner.",7,7,7,0
1393,1010669,Titania,"Despondent and hopeless after it was discovered that she was not, in fact, Spider-Woman, Mary MacPherran encountered Doctor Doom, who offered her a chance to become superpowered in exchange for joining his army, to which Mary readily agreed, and Doom transformed her into Titania.",46,23,54,1
1394,1009672,Titanium Man (Topolov),,29,14,39,2
1395,1009673,Toad,"British-born Mortimer Toynbee, abandoned by his parents so early in childhood that he cannot remember them, was placed in an orphanage where the other children, who regarded him as a freak due to his ugliness, his unusual physique and his leaping ability, continually tormented him.",47,30,41,3
1396,1009674,Toad Men,,2,1,4,0
1397,1011166,Tomas,,0,0,0,0
1398,1009675,Tombstone,"Known as Tombstone, Lonnie Lincoln filed his teeth to points to add to his already intimidating image and honed his fighting skills in numerous street fights.",45,20,56,0
1399,1010328,Tomorrow Man,,11,3,19,0
1400,1009624,Tony Stark,,48,30,60,4
1401,1011309,Toro (Thomas Raymond),"As the Torch approached Toro, his presence caused Toro to burst into flame like the Torch himself, but while remaining unharmed, causing the Torch to realize that Toro had the same powers that he himself did.",33,16,31,2
1402,1009676,Toxin,NYPD Officer Patrick Mulligan was implanted with a symbiote offspring during a chance encounter with Carnage.,8,3,13,0
1403,1009692,Toxin (Eddie Brock),,68,28,81,2
1404,1010822,Trauma,Terrance Ward was drafted into the Initiative training program because of his telepathic and shape-shifting abilities.,19,2,25,4
1405,1011978,Trevor Fitzroy,"Born 70 years in the future, Fitzroy was a trainee in the X.S.E., but he became Bishop's nemesis after he set up Bishop's sister Shard, and had her killed before fleeing to the 20th century.",3,1,5,0
1406,1010825,Triathlon,"After being exposed as a steroid user and stripped of his awards, gifted sprinter Delroy Garrett Jr. sought new direction in the Triune Understanding, a philosophical movement that preaches the fulfillment of one's innate potential by balancing various aspects of environment and self, after which he developed a superhuman triple-powered physique, and, believing the Triune teachings had unlocked his latent powers, Garrett became the costumed hero Triathlon and celebrity spokesman for the Triune Understanding.",41,10,48,1
1407,1009671,Trish Tilby,,0,0,0,0
1408,1010335,Triton,Triton is a member of the Inhumans.,64,33,72,5
1409,1011352,True Believers,,5,1,5,0
1410,1011047,Turbo,"As Turbo, young journalist Michiko Musashi is the latest in a line of heroes who have worn the turbine-powered flying armor.",8,2,8,0
1411,1009678,Tusk,,6,3,7,0
1412,1010852,Two-Gun Kid,,135,7,459,0
1413,1009679,Tyger Tiger,,6,5,6,0
1414,1010369,Typhoid Mary,"Typhoid Mary, an enemy and former lover of Daredevil with psionic powers, including telekinesis, is also truly gravely mentally ill and not entirely responsible for her actions.",44,19,55,2
1415,1009680,Tyrannus,,14,8,12,0
1416,1011315,U-Foes,,5,4,7,1
1417,1009681,U-Go Girl,"After a failed attempt at starting an acting career, Edie Sawyer turned to a life of crime until she learned of a new media savvy team of superhuman mutants named X-Force, and she decided to become a superhero.",14,2,24,0
1418,1009682,U.S. Agent,"With the end of the Vietnam War, John Walker thought his dreams of becoming a war hero had also ended, until he learned of the Power Broker, who could give anyone superhuman powers, which Walker used to first become Super-Patriot and later, U.S. Agent.",70,26,79,2
1419,1009683,Uatu The Watcher,Uatu grew so fond of the lifeforms he observed that he occasionally violated his vow of non-interference when Earth's existence was threatened.,77,37,101,3
1420,1010358,Ulik,"Ulik was a Rock Troll from the realm known as Nornheim, located underground within the dimension of Asgard.",41,12,50,1
1421,1016825,Ultimate Spider-Man (USM),"For the past year, Peter Parker has been saving New York City from villains as the masked hero, Spider-Man. Facing thugs and evil geniuses alike, he learns how to balance heroics with homework and friends. Despite being a Super Hero, Peter is very much an average 16-year-old.  With the added responsibilities of being Spider-Man, juggling all the aspects of his life will continually challenge him.                                                                 

When S.H.I.E.L.D. Director, Nick Fury, offers Peter the chance to raise his game and become THE ULTIMATE SPIDER-MAN, Midtown High becomes a secret operations base for Spider-Man and other young heroes under the watchful eye of Fury and the schoolâ€™s new principal, Agent Coulson. ",19,8,19,0
1422,1010803,Ultimates,,127,35,135,1
1423,1009684,Ultimatum,,17,9,18,0
1424,1011311,Ultimo,"Ultimo was a robotic construct that was developed several thousand years ago on an unknown world, which the Mandarin eventually discovered and claimed as his own creation.",7,3,12,0
1425,1011125,Ultra-Adaptoid,,1,1,1,0
1426,1010847,Ultragirl (Earth-93060),,1,1,1,0
1427,1009685,Ultron,"Arguably the greatest and certainly the most horrific creation of scientific genius Dr. Henry Pym, Ultron is a criminally insane rogue sentient robot dedicated to conquest and the extermination of humanity.",116,53,130,6
1428,1009686,Umar,"Umar and her sibling Dormammu gathered matter to themselves to increase their power, a practice anathema to their fellow Faltine who consider energy to be superior to matter.",18,6,21,0
1429,1010862,Unicorn,"Milos Masaryk, a Soviet intelligence agent assigned as a security guard for Anton Vanko, a Soviet inventor who developed the Crimson Dynamo armor, was tasked by the Soviet government to retrieve Vanko after he defected to the United States.",7,3,12,1
1430,1010985,Union Jack (Brian Falsworth),"Imprisoned in Germany during WWII, Brian Falsworth shared a cell with a German scientist who had tried to recreate the super-soldier serum, but didn't want it to fall into Nazi hands, so he gave his only sample to Brian, who gained enhanced strength, speed, stamina and reflexes.",4,3,4,0
1431,1010696,Union Jack (Joseph Chapman),"Joey Chapman, the new Union Jack continued to fight evil, both alone and as a member of the Knights of Pendragon and the new Invaders.",27,13,27,0
1432,1010984,Union Jack (Montgomery Falsworth),"During World War I, Lord Montgomery Falsworth was recruited by the British army to become one of the first public superhero champions: Union Jack.",19,4,18,0
1433,1009687,Unus,"Angelo Unuscione is a mutant whose powers did not surface until adolescence, when he first used them as a school bully and later as a small time criminal before immigrating to America and using his ability to create a virtually impenetrable force field around himself to launch a career as a flamboyant, invincible costumed wrestler known by the stage name of Unus the Untouchable.",12,10,8,1
1434,1010987,Unus (Age of Apocalypse),Unus worked for Apocalypse and was sent into Old New York City to search for any remaining humans there and to kill them.,1,1,1,1
1435,1010988,Unus (House of M),Unus is an agent for the House of M royal family.,0,0,0,0
1436,1010986,Unus (Ultimate),"Unus worked with the Brotherhood of Mutants and with Magneto directly, projecting Magneto's image to allow him to converse with Charles Xavier without a face-to-face meeting.",0,0,0,0
1437,1009525,Valeria Richards,,80,14,87,4
1438,1017841,Valkyrie (Exiles),,12,1,12,0
1439,1010350,Valkyrie (Samantha Parrington),"Amora magically transformed Samantha Parrington into a raging, man-hating facsimile of the Asgardian warrior goddess Brunnhilde the Valkyrie, whose form and might Amora could replicate at will, having trapped Brunnhilde's soul in a mystical crystal centuries earlier.",17,14,18,1
1440,1011239,Valkyrie (Ultimate),,9,3,14,0
1441,1011182,Vampiro,"Vampiro, part of the race known as the Eternals, lived on Earth for many years, eventually taking a wife and making a career for himself as a professional wrestler.",0,0,0,0
1442,1011342,Vance Astro,,31,3,52,0
1443,1010989,Vanisher (Age of Apocalypse),Vanisher worked for Apocalypse.,0,0,0,0
1444,1011365,Vanisher (Telford Porter),Nothing is known about the Vanisher's past before he embarked on a one-man crime wave of spectacular thefts using his power of self-teleportation.,12,4,13,2
1445,1009689,Vanisher (Ultimate),Vanisher is a mutant with the power to teleport himself and possibly others across an undefined amount of distance who was recruited by Magneto into his Brotherhood of Mutants.,3,3,2,0
1446,1011316,Vapor,"Vapor, along with her brother, was among the small group led by Simon Utrecht to simulate the crash that gave the Fantastic Four their powers, and has remained with the U-Foes ever since.",0,0,0,0
1447,1009690,Vargas,"Vargas claimed that mutants are deviations from the norm, an evolutionary dead end nature explored until it found the true path for the next step in mutant kinds development, the legitimate Homo Sapiens Superior, namely, himself.",15,3,19,0
1448,1010872,Vector,"Simon Utrecht wanted superhuman powers in order to persue personal power and gain, and commissioned a project that would ultimately simulate the crash that gave the Fantastic Four their powers; he has remained with the U-Foes ever since.",0,0,0,0
1449,1011231,Veda,"Magdalena Marie Neuntauben became an accomplished martial artist, then a model, and later an actress, from which she donated all of her proceeds to her charity, which made her a prime candidate for recruitment into the Order.",11,2,20,1
1450,1009691,Vengeance (Michael Badilino),"Michael Badilino became consumed with gaining vengeance on Ghost Rider for what happened to his family, and the demon Mephisto granted him the power with which to do so, transforming him into Vengeance.",37,4,60,1
1451,1009663,Venom (Flash Thompson),"Flash Thompson was the high school bully of Peter Parker while also being one of Spider-Man's biggest fans. After losing his legs during military service, he became the new Venom, working as an operative of the United States government.",118,30,125,1
1452,1010788,Venom (Mac Gargan),"One of Spider-Man's oldest enemies, Mac Gargan has recently abandoned his Scorpion suit and identity and bonded with the alien symbiote that had previously been hosted by Peter Parker and Eddie Brock, becoming the new Venom.",24,11,25,5
1453,1011128,Venom (Ultimate),"While Eddie Brock’s academic career seemed to take off, his personal life was in shambles due to his quick temper and inability to connect with women on any level, and Eddie became isolated, but when his old friend Peter Parker contacted him, he felt a rush of enthusiasm: here, at last, was someone with whom he could truly bond.",8,6,7,0
1454,1011106,Venus (Siren),"During her time as an adventurer, Venus was approached by FBI agent Jimmy Woo, and she agreed to join Jimmy and his allies in freeing President Eisenhower from the clutches of the Yellow Claw.",8,5,9,2
1455,1009693,Venus Dee Milo,"When Dee Milo was a teenager, her mutant powers manifested, transforming her into a being of energy and seemingly killing her entire family in the resultant explosion, after which she was found by Professor Charles Xavier, mutant mentor and researcher, and Xavier designed a special containment suit that helped her regain some level of humanity.",10,3,14,0
1456,1010353,Vermin (Edward Whelan),"Edward Whelan was found roaming the streets of New York by Baron Helmut Zemo, who subjected Whelan to Zemo's genetic experiments, which granted him superhuman strength, but, in the process of the mutation, he manifested a rat-like physical appearance, and was called Vermin.",15,6,19,2
1457,1009694,Vertigo (Savage Land Mutate),"Vertigo was a native of the Savage Land and mutated by the mutant known as Magneto, granting her the power to alter the perceptions of others.",28,15,25,3
1458,1011066,Victor Mancha,,9,7,8,0
1459,1010324,Victor Von Doom,,39,22,45,0
1460,1011261,Vin Gonzales,,4,1,4,0
1461,1009695,Vindicator,"Heather McNeil-Hudson married James Hudson, founder of Canadian super-team, Alpha Flight, and donned a version of his Vindicator armor after his death.",30,11,34,2
1462,1010666,Violations,,0,0,0,0
1463,1009696,Viper,"After the apparent death of Baron von Strucker, Viper took the name Madame Hydra and took control of the New York-based faction of Hydra.",48,22,46,1
1464,1010697,Virginia Dare,,7,1,7,0
1465,1009697,Vision,The metal monstrosity called Ultron created the synthetic humanoid known as the Vision from the remains of the original android Human Torch of the 1940s to serve as a vehicle of vengeance against the Avengers.,556,164,632,15
1466,1009698,Vivisector,,16,4,20,0
1467,1011011,Vulcan (Gabriel Summers),Vulcan is the third Summers brother and an Omega-level mutant who was thought long-dead by Professor X.,24,11,21,1
1468,1009699,Vulture (Adrian Toomes),Adrian Toomes is a former electronics engineer who employs a special harness of his own design that allows him to fly and endows him with enhanced strength.,96,46,104,1
1469,1010990,Vulture (Blackie Drago),"Adrian Toomes, the Vulture, told his cellmate, Blackie Drago, the location of his Vulture costume.",1,1,1,0
1470,1010849,Wallflower,"Laurie Collins began to involuntarily manipulate anyone around her once her genetic mutation manifested, unable to control its effects.",10,1,19,0
1471,1011267,Wallop,"Walter was born, presumably in the decade of 1910s, into the ClanDestine-- his father, the immortal Adam Destine and his mother a magical genie.",0,0,0,0
1472,1009700,Wallow,"Max Pressman murdered his wife and attempted to murder his two children Michael and Melinda, but after police officer shot him before he could so, Pressman returned as a ghost-like entity, with only the face of Melinda's doll as his own.",0,0,0,0
1473,1009701,War (Abraham Kieros),"A young veteran wounded during the Vietnam War, Abraham Kieros was selected by Apocalypse to become the Horseman War.",13,5,13,2
1474,1017322,War Machine (Iron Man 3 - The Official Game),,0,0,0,0
1475,1017834,War Machine (James Rhodes),"<span style=""color: #333333; font-family: &amp;amp;amp; font-size: 14.4px; letter-spacing: normal; line-height: normal; background-color: #eeeeee;"">U.S. Air Force pilot and Tony Stark's friend who has his own suit of Iron Man armor, nicknamed, ""War Machine.""</span>",92,24,110,4
1476,1017304,War Machine (Marvel: Avengers Alliance),,0,0,0,0
1477,1010991,War Machine (Parnell Jacobs),"Parnell Jacobs was a member of the U.S. Army who fought in Sin-Congese civil war in Asia alongside Jim Rhodes and who later encountered the discarded armor of Rhodes' superhero alter-ego, War Machine, which Jacobs studied used for the basis of many arms designs.",1,1,1,0
1478,1011226,War Machine (Ultimate),,3,2,3,1
1479,1009703,Warbird,,31,9,33,3
1480,1011121,Warbound,,5,2,5,0
1481,1010372,Warhawk (Mitchell Tanner),,8,7,8,0
1482,1009704,Warlock (Janie Chin),"College design student Janie Chin was transformed by Adam Warlock into a female version of him, who then tried to cure the planet.",0,0,0,0
1483,1011287,Warlock (Technarchy),"The New Mutants' Warlock is an alien being from an unidentified world where the a sentient life forms are ""techno-organic"" life that resembles circuitry and machinery in various ways.",28,11,36,3
1484,1009705,Warpath,"James Proudstar was once a member of Professor X's New Mutants and is currently a member of the X-Men black ops team, X-Force.",216,46,258,5
1485,1010668,Warren Worthington III,,6,2,6,0
1486,1009706,Warstar,"Warstar, a former member of the Imperial Guard, was one of eight Imperial Guardsmen chosen to battle the team of superhuman Earthling mutants known as the X-Men over the fate of Phoenix, a primal force of the cosmos that had assumed the form of the X-Man Jean Grey.",9,6,5,1
1487,1009707,Wasp,"When Janet Van Dyne's father died, she convinced her father's associate Hank Pym to give her a supply of ""Pym particles""; Pym also subjected her to a procedure which granted her the ability to, upon shrinking, grow wings and fire blasts of energy, which she called her ""wasp's stings.""",415,162,472,14
1488,1010992,Wasp (Ultimate),"Janet Van Dyne has the ability to shrink down to the size of an insect and has the insect-like properties of her namesake, the wasp.",28,12,35,0
1489,1017853,Wave (Wave),,15,3,15,0
1490,1011133,Weapon Omega,,9,5,10,1
1491,1009709,Weapon X,,46,19,48,1
1492,1011402,Wendell Rand,,6,1,6,0
1493,1010742,Wendell Vaughn,,0,0,0,0
1494,1009710,Wendigo,,22,10,28,0
1495,1010765,Werewolf By Night,"Jack Russell inherited the curse of lycanthropy from his father, Gregor.",90,30,103,0
1496,1011588,Whiplash (Anton Vanko),"Anton Vanko built his own Iron Man armor using a discarded Mark 16 chest plate, intent on exacting his revenge against Tony Stark for what Vanko believed was Stark's involvement in the death of his father.",5,3,5,0
1497,1009711,Whiplash (Mark Scarlotti),"Filled with dreams of grandeur, Mark Scarlotti was a brilliant young man with a bright future who graduated with top honors from college and immediately had a promising job at Stark International, but it all went south, however, when he became friends with the wrong people who wanted him to develop weapons, which Scarlotti used to become the first Whiplash.",11,6,14,0
1498,1010348,Whirlwind,"David Cannon was always a bully, so his mutant abilities naturally led him to a life of crime and petty thievery, until his constant defeat at the hands of the Hank Pym and the Wasp led him to create the Whirlwind identity.",33,21,33,1
1499,1010342,Whistler,,0,0,0,0
1500,1009712,White Queen (Adrienne Frost),,0,0,0,0
